,raw,iq_dr,original_ph,recovered_ph,mix,pll_vco,costas_vco,ed,v,acc,angle,angle_c,mon,mon_iq,demon
47,(0.9957448266239679+0.09215335181969347j),(-0.70409791923723-0.06516225998077485j),0.09228428419920018,0.039768710530978524,(-0.7037612498222172-0.06553422381778956j),(0.9991794122898751+0.040503111683670184j),(0.9998196045820235-0.018993638236163814j),0.037502107120228056,0.002831789285636342,0.0374953419119391,0.04051419410661866,0.007548794370087441,(0.013366986583753699+0.0012447333392828852j),[0.70970989+0.04846153j],[0.70643833]
48,(0.99556196460308+0.09410831331851431j),(-1.4630541279648148e-15-1.3829933361440972e-16j),0.09424777960769379,0.04051419410661872,(7.077217231007339e-05+0.0009124670521662543j),(0.9990678678441257+0.04316706431288286j),(0.7017488812971528+0.7124243872848504j),-0.0009088517997181819,0.0007973200872655818,-0.0006377857337171381,0.04318048178533271,0.006745660788126996,(5.041982149482189e-05+0.0006500637805571573j),[0.70863865+0.04994543j],[0.70338227]
49,(0.9953752643792271+0.09606291200033325j),(0.7038365992679011+0.06792673649596193j),0.09621127501618741,0.043180481785332514,(0.7027219773629597+0.06923689419692705j),(0.9989416222020824+0.045996037136607694j),(-0.0067456096292201635+0.999977248116541j),-0.03883791147057014,0.000845675687716424,0.0002619853895946782,0.04601227107096905,-0.020232716757809018,(0.7027059891144266+0.06923531892717921j),[0.70722162+0.05135128j],[0.70042518]
50,(0.9951847266721969+0.0980171403295606j),(0.9951847266721969+0.0980171403295606j),0.09817477042468103,0.046012271070968946,(0.9957488926169624+0.0974593218859046j),(0.998904631118396+0.04679249865332187j),(-0.6926563393715212+0.7212677696448415j),-0.051555670059874666,0.002786858583388839,0.03571036169751872,0.04680959115823463,-0.020816776886851882,(0.7182015829041573+0.07029426772774511j),[0.70561886+0.0527061j],[0.69770098]
51,(0.9949903522165718+0.09997099077203452j),(0.703564425267531+0.07069016549684354j),0.10013826583317466,0.046809591158234465,(0.703625831198715+0.07053274828995125j),(0.998864702652657+0.04763723118128344j),(-0.9997833387241584+0.020815273468655453j),-0.03753107815353208,0.0029368913865514394,0.037522946622255623,0.047655266845951054,0.005632789279312579,(0.014646164096011254+0.0014681584441511755j),[0.70515779+0.0541434j],[0.69648948]
52,(0.9947921417617265+0.10192445579505004j),(-1.9504619337070627e-15-1.9984051219985414e-16j),0.10210176124166828,0.047655266845950894,(-0.00033716857304185734-0.0009768338729914938j),(0.9987280657187146+0.05042073725913636j),(-0.7031126011286357-0.7110785259970407j),0.0009596630988256335,0.0008989262128038287,-0.0006747512176224582,0.050442125429339894,0.005018673771761286,(0.00023975333193112947+0.0006946055905507719j),[0.70561645+0.05563966j],[0.69653228]
53,(0.9945900960718239+0.1038775278673881j),(-0.7032814014333659-0.07345250436792464j),0.10406525665016192,0.05044212542933968,(-0.7034054439670842-0.07363654052768871j),(0.9985756785256429+0.05335367144866311j),(0.005018652704152893-0.9999874064832193j),0.03807665861052577,0.0009453717543717745,0.0001910935257008217,0.053379016815891335,-0.02196621562158646,(0.7033965856188219+0.0736356131846799j),[0.70559817+0.05705799j],[0.69641149]
54,(0.9943842159258137+0.10583019945934458j),(-0.9943842159258137-0.10583019945934458j),0.10602875205865553,0.05337901681589141,(-0.9939911328643428-0.10550807966479082j),(0.9985273140596214+0.05425129562396019j),(0.6914049824163375-0.722467404309609j),0.052324725915477495,0.0029159153164588303,0.0361775762015304,0.054277943028695166,-0.022570613802087497,(0.7181261936672694+0.07622614844911287j),[0.70525011+0.0584221j],[0.69623374]
55,(0.9941745021174282+0.10778246304275935j),(-0.7029875321299924-0.0762137105105235j),0.10799224746714914,0.05427794302869504,(-0.7032071031450347-0.0756609321160588j),(0.9984755802189863+0.055195250759088266j),(0.9997452945095141-0.022568697483129067j),0.0373996108875056,0.003033758304240724,0.037390085001270515,0.05522331478306694,0.003912594170715936,(0.015870468378867825+0.0017075686882188955j),[0.70589147+0.059873j],[0.69726285]
56,(0.9939609554551797+0.10973431109104528j),(-1.704151543605883e-15-1.881400819680039e-16j),0.10995574287564278,0.05522331478306697,(0.0004190484314656713+5.410360682811471e-05j),(0.998310390972654+0.058106482220376336j),(0.7043347540477619+0.7098679836705405j),-3.08916469646914e-05,0.001038629960173519,-2.1758060567006208e-05,0.05813923009952577,0.003468953942234045,(0.00029746906510483875+3.840641828837748e-05j),[0.7072976+0.06138488j],[0.69923945]
57,(0.9937435767623575+0.11168573607921724j),(0.7026828218892343+0.0789737413434252j),0.11191923828413639,0.05813923009952582,(0.7027116833884047+0.07876866227650593j),(0.9981295161542111+0.061134842616632594j),(-0.003468946984877872+0.9999939831853071j),-0.03780347009679252,0.0010469701346329152,0.0001311382336101892,0.06117298840376649,-0.023493764395001893,(0.7027074553024232+0.0787681883400614j),[0.70807205+0.06280873j],[0.70074555]
